id,prompt_name,input,target
131,task084_babi_t1_single_supporting_fact_identify_relevant_fact,"You will be given a passage with an enumerated set of facts, a question of form 'Where is <person_name>?', and its answer. The task is to identify a supporting fact that is necessary to answer the question. The output would be the corresponding fact number.

Passage: Fact 1- Sandra travelled to the office. Fact 2- Sandra went to the bathroom. Fact 3- Mary went to the bedroom. Fact 4- Daniel moved to the hallway. Fact 5- John went to the garden. Fact 6- John travelled to the office. Question: Where is Sandra? Answer: bathroom",Fact 2
132,task062_bigbench_repeat_copy_logic,"This task evaluates for the ability to follow basic natural language instructions nested and performing a sequence of operations, including basic logic and conditionals.

Repeat all the world seven times, and after every second time add is a stage.",all the world all the world is a stage all the world all the world is a stage all the world all the world is a stage all the world
133,task076_splash_correcting_sql_mistake,"In this task you are expected to fix an SQL query based on feedback. You will be given an SQL statement and an English description with what is wrong about that SQL statement. You must correct the SQL statement based off of the feedback. An SQL query works by selecting data from a table where certain conditions apply. A table contains columns where every row in that table must have a value for each column. Every table has a primary key that uniquely identifies each row, usually an id. To choose which columns are returned you specify that after the ""SELECT"" statement. Next, you use a ""FROM"" statement to specify what tables you want to select the data from. When you specify a table you can rename it with the ""AS"" statement. You can reference that table by whatever name follows the ""AS"" statement. If you want to select data from multiple tables you need to use the ""JOIN"" statement. This will join the tables together by pairing a row in one table with every row in the other table (Cartesian Product). To limit the number of rows returned you should use the ""ON"" statement. This will only return rows where the condition specified after the statement is true, this is usually an equals operator with primary keys. You can also use the ""WHERE"" statement to specify that only rows with column values statisfying a certain condition, should be returned. The ""GROUP BY"" statement will group rows together that have equal column values for whatever columns follows the statement. The ""HAVING"" statement will return groups that statisfy whatever condition follows the statement. Any column(s) being returned from grouped rows must either be an aggregate function, (AVG, MAX, COUNT, SUM, ...) of a column, or the column(s) that the data was grouped by. To sort the returned data you can use the ""ORDER BY"" command which will order the data by whatever aggregate function or column follows the statement. The ""DESC"" statement will sort in descending order and the ""ASC"" statement will sort in ascending order. Finally, you can use the ""LIMIT"" statement to return a certain number of rows. When ""*"" is used in an SQL statement every column is returned. For example, SELECT * FROM table WHERE attribute = 1, will select every column from rows with the attribute column equal to 1.

SQL: SELECT product_id FROM Product_Suppliers GROUP BY product_id HAVING Count ( * ) > 3 UNION SELECT product_id FROM Product_Suppliers WHERE total_value_purchased < 80000
Feedback: In step 1 swap product suppliers with order items , in step 3 total amount purchased should be greater than 80000.",SELECT product_id FROM Order_Items GROUP BY product_id HAVING count(*)  >  3 UNION SELECT product_id FROM Product_Suppliers GROUP BY product_id HAVING sum(total_amount_purchased)  >  80000
134,task070_abductivenli_incorrect_classification,"In this task, you will be shown a short story with a beginning, two potential middles, and an ending. Your job is to choose the middle statement that makes the story incoherent / implausible by indicating 1 or 2 in the output. If both sentences are plausible, pick the one that makes less sense.

Beginning: When I was a kid I had a lot of free time. Middle 1: Now that I am older I watch a lot of tv. Middle 2: Now that I am older I dont know how to watch tv. Ending: However I plan to start reading more.",2
135,task107_splash_question_to_sql,"In this task you are expected to write an SQL query that will return the data asked for in the question. An SQL query works by selecting data from a table where certain conditions apply. A table contains columns where every row in that table must have a value for each column. Every table has a primary key that uniquely identifies each row, usually an id. To choose which columns are returned you specify that after the ""SELECT"" statement. Next, you use a ""FROM"" statement to specify what tables you want to select the data from. When you specify a table you can rename it with the ""AS"" statement. You can reference that table by whatever name follows the ""AS"" statement. If you want to select data from multiple tables you need to use the ""JOIN"" statement. This will join the tables together by pairing a row in one table with every row in the other table (Cartesian Product). To limit the number of rows returned you should use the ""ON"" statement. This will only return rows where the condition specified after the statement is true, this is usually an equals operator with primary keys. You can also use the ""WHERE"" statement to specify that only rows with column values statisfying a certain condition, should be returned. The ""GROUP BY"" statement will group rows together that have equal column values for whatever columns follows the statement. The ""HAVING"" statement will return groups that statisfy whatever condition follows the statement. Any column(s) being returned from grouped rows must either be an aggregate function, (AVG, MAX, COUNT, SUM, ...) of a column, or the column(s) that the data was grouped by. To sort the returned data you can use the ""ORDER BY"" command which will order the data by whatever aggregate function or column follows the statement. The ""DESC"" statement will sort in descending order and the ""ASC"" statement will sort in ascending order. Finally, you can use the ""LIMIT"" statement to return a certain number of rows. When ""*"" is used in an SQL statement every column is returned. For example, SELECT * FROM table WHERE attribute = 1, will select every column from rows with the attribute column equal to 1.

How many pets are owned by students that have an age greater than 20?",SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20
136,task044_essential_terms_identifying_essential_words,"You are given an elementary science question along with a few answer options. List all the words from the question that are essential and sufficient for choosing the correct answer option. Keep in mind that essential words are necessary to understand the meaning of the given question. However, non-essential words provide little information needed to select the correct answer. You can think about it like this: If the question was in another language, knowing the meaning of which words were necessary and enough for you to understand the question and answer it?. If your answer consists of multiple spans of words from the question, separate those using a comma ("", ""). Do not generate any word that is not present in the question. Make sure that your response is contained in the given question and the words are in the same order as the question.
 Grammatical correctness is not important.

Question: An example of a learned trait is (A) being able to read(B) being able to breathe(C) having a scar(D) having brown eyes?","learned, trait"
137,task092_check_prime_classification,"In this task, you need to output 'Yes' if the given number is a prime number otherwise output 'No'. A 'prime number' is a a whole number above 1 that can not be made by multiplying other whole numbers.

55331",Yes
138,task047_miscellaneous_answering_science_questions,"In this subtask, you will answer a simple science question. Please indicate the correct answer. If you're not sure about the answer, choose the last option ""I don't know"". Do not generate anything else apart from one of the following characters: 'A', 'B, 'C', 'D', 'E'. The ""A""-""D"" responses correspond to the answer options mentioned in the input. There is a 5th option ""E"" which should be used for questions for which you're not sure about the answer (e.g., when the questions do not provide enough information to answer).

Question: A scientist put several different plants in a sealed container. Every hour, she checked the oxygen in the container to see if it changed. How did the oxygen in the container most likely change?  (A) The amount of oxygen increased. (B) The amount of oxygen decreased. (C) The oxygen was transformed into water. (D) The oxygen was transformed into carbon dioxide?",A.
139,task083_babi_t1_single_supporting_fact_answer_generation,"You will be given a passage consisting of set of facts and a question as input. The task is to answer a question of form 'Where is <person_name>?' using one of the given facts to determine the latest location of the person. Answer should be a word/phrase describing the location from the supporting fact. Avoid answers that are incomplete or incorrect.

Passage: Sandra travelled to the office. Sandra went to the bathroom. Question: Where is Sandra?",bathroom
140,task100_concatenate_all_elements_from_index_i_to_j,"In this task, you are given inputs i,j, and A, where i and j are integers and A is a list. You need to concatenate all elements of A from the ith element to the jth element, and print the resultant string. i and j will be non-negative, and will always have a value less than the length of A. i will always be less than j.

10, 29, ['C', 'M', '8755', '6955', '7479', '6287', 'L', 'B', 'w', 'd', 'U', '5643', 'v', 'E', 'K', '3695', 't', 'i', 'e', 'E', '2865', '5025', 'j', 'q', '1879', 'n', 'b', 'Q', '3809', 'E']",dU5643vEK3695tieE28655025jq1879nbQ3809
141,task070_abductivenli_incorrect_classification,"In this task, you will be shown a short story with a beginning, two potential middles, and an ending. Your job is to choose the middle statement that makes the story incoherent / implausible by indicating 1 or 2 in the output. If both sentences are plausible, pick the one that makes less sense.

Beginning: Valerie decided she wanted to learn German. Middle 1: Valerie couldn't speak the language. Middle 2: Valerie picked up the language very quickly. Ending: Valerie wanted to visit Germany.",1
142,task101_reverse_and_concatenate_all_elements_from_index_i_to_j,"In this task, you are given inputs i, j, and A, where i and j are integers and A is a list. You need to find all elements of A from the ith element to the jth element, reverse the order in which they occur, and then concatenate them to output the resultant string. i and j will be non-negative, and will always have a value less than the length of A. i will always be less than j. Perform the operations in order, i.e., do not concatenate the elements and then reverse the string.

5, 15, ['n', '3273', 't', '5569', 'Y', '717', 'K', 'Q', 's', 'm', '7127', '2083', 'm', '7121', '9619']",96197121m20837127msQK717Y
143,task087_new_operator_addsub_arithmetic,"In this task you will be given an arithmetic operation and you have to find its answer. The operators '+' and '-' have been replaced with new symbols. Specifically, '+' has been replaced with the symbol '@' and '-' with the symbol '#'. You need to perform the operations in the given equation return the answer

889 @ 2310 # 2695 # 5790 # 4282 @ 5041 # 6457",-10984
144,task044_essential_terms_identifying_essential_words,"You are given an elementary science question along with a few answer options. List all the words from the question that are essential and sufficient for choosing the correct answer option. Keep in mind that essential words are necessary to understand the meaning of the given question. However, non-essential words provide little information needed to select the correct answer. You can think about it like this: If the question was in another language, knowing the meaning of which words were necessary and enough for you to understand the question and answer it?. If your answer consists of multiple spans of words from the question, separate those using a comma ("", ""). Do not generate any word that is not present in the question. Make sure that your response is contained in the given question and the words are in the same order as the question.
 Grammatical correctness is not important.

Question: A student riding a bicycle observes that it moves faster on a smooth road than on a rough road. This happens because the smooth road has (A) less gravity(B) more gravity(C) less friction(D) more friction?","faster, smooth, rough, smooth"
145,task093_conala_normalize_lists,"In this task, you will be given a list of numbers. The goal is to divide all the numbers in the list by a constant such that the sum of the resulting list is 1. The output should be rounded to 3 decimals.

[81.244, 224.86, 131.271, 2.82]",[0.185 0.511 0.298 0.006]
146,task101_reverse_and_concatenate_all_elements_from_index_i_to_j,"In this task, you are given inputs i, j, and A, where i and j are integers and A is a list. You need to find all elements of A from the ith element to the jth element, reverse the order in which they occur, and then concatenate them to output the resultant string. i and j will be non-negative, and will always have a value less than the length of A. i will always be less than j. Perform the operations in order, i.e., do not concatenate the elements and then reverse the string.

5, 7, ['X', 'l', '9633', 'W', 'I', '6401', 'y', 'z', 'K', '6971', '3579', '6803', '4421', '9997', 'u', '289', '7653', 'n', 'n', '5309', '7263', '2689', '117', 'H', '3493', '8509', '8275', 'a', 'B', '9073']",y6401I
147,task077_splash_explanation_to_sql,"In this task you are expected to provide an SQL statement from an english description of what that SQL statement does. The description may include multiple steps but you should only ouput one SQL statement that accomplishes every step. An SQL query works by selecting data from a table where certain conditions apply. A table contains columns where every row in that table must have a value for each column. Every table has a primary key that uniquely identifies each row, usually an id. To choose which columns are returned you specify that after the ""SELECT"" statement. Next, you use a ""FROM"" statement to specify what tables you want to select the data from. When you specify a table you can rename it with the ""AS"" statement. You can reference that table by whatever name follows the ""AS"" statement. If you want to select data from multiple tables you need to use the ""JOIN"" statement. This will join the tables together by pairing a row in one table with every row in the other table (Cartesian Product). To limit the number of rows returned you should use the ""ON"" statement. This will only return rows where the condition specified after the statement is true, this is usually an equals operator with primary keys. You can also use the ""WHERE"" statement to specify that only rows with column values statisfying a certain condition, should be returned. The ""GROUP BY"" statement will group rows together that have equal column values for whatever columns follows the statement. The ""HAVING"" statement will return groups that statisfy whatever condition follows the statement. Any column(s) being returned from grouped rows must either be an aggregate function, (AVG, MAX, COUNT, SUM, ...) of a column, or the column(s) that the data was grouped by. To sort the returned data you can use the ""ORDER BY"" command which will order the data by whatever aggregate function or column follows the statement. The ""DESC"" statement will sort in descending order and the ""ASC"" statement will sort in ascending order. Finally, you can use the ""LIMIT"" statement to return a certain number of rows. When ""*"" is used in an SQL statement every column is returned. For example, SELECT * FROM table WHERE attribute = 1, will select every column from rows with the attribute column equal to 1.

Step 1: For each row in Apartments table, find the corresponding rows in Apartment_Bookings table.
Step 2: find the average bathroom_count in the results of step 1 whose booking_status_code equals Provisional","SELECT Avg ( T1.bathroom_count ) FROM Apartments AS T1 JOIN Apartment_Bookings AS T2 ON T1.apt_id = T2.apt_id WHERE T2.booking_status_code = ""Provisional"""
148,task093_conala_normalize_lists,"In this task, you will be given a list of numbers. The goal is to divide all the numbers in the list by a constant such that the sum of the resulting list is 1. The output should be rounded to 3 decimals.

[28.493, -96.408, 5.159, 28.742, 130.788]",[ 0.294 -0.996  0.053  0.297  1.351]
149,task060_ropes_question_generation,"You are given a background paragraph that describes one or more causal or qualitative relationships such as a relationship in economics or a scientific law and a story that makes use of the concepts or the relationship described in the provided paragraph. You need to come up with a question about the story that requires an understanding of the relationship described in the background paragraph. The generated question should not be answerable without both the background and story. Write a question about the story that requires a relationship in the background paragraph to answer. Check whether your question requires both the background paragraph and the story to answer. If your question can be answered by only one of these, try to rewrite your question so that it requires both. Note that ""flipping"" a word in the question can give rise to a new question where the answer will be different from the original question. Often, ""flipping"" a word gives rise to flipping the direction of the relationship, for example, from ""increase"" to ""decrease.""

Background Paragraph: Passive transport occurs when a substance passes through the cell membrane without needing any energy to pass through. This happens when a substance moves from an area where it is more concentrated to an area where it is less concentrated. Concentration is the number of particles of a substance in a given volume. Let's say you dissolve a teaspoon of salt in a cup of water. Then you dissolve two teaspoons of salt in another cup of water. The second solution will have a higher concentration of salt. 
Story: A man put two cups, cup A and cup B, filled with equal amounts of water on to a table and walked away to go check his mail. His son came along and saw the two cups and decided to put some sugar in them to make a tasty drink. The child poured two spoonfuls of sugar into cup A and three spoonfuls of sugar into cup B.",Which cup has a higher concentration of sugar?
150,task089_swap_words_verification,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.

A woman is her on cell phone sitting on the bus","(4, 5)"
151,task096_conala_list_index_subtraction,"In this task you will be given a list of numbers and you need to subtract every value in the list with the index it is at. The index of an elements shows its numerical order in the list(for example, in the list [7,10,4,5], the index of 7 is 1 and the index of 4 is 3)  You should start the index at 1, so the first element in the list will be subtracted by one. For every element in the list you need to find ""element - index"" where the index of the beginning element is 1 and increments by 1 for each element. Put your result list in brackets.

[7, 20]","[6, 18]"
152,task093_conala_normalize_lists,"In this task, you will be given a list of numbers. The goal is to divide all the numbers in the list by a constant such that the sum of the resulting list is 1. The output should be rounded to 3 decimals.

[80.077, 144.349, 233.508, 36.535, 84.252, 16.782, 159.563, -9.885, 200.538, -4.653]",[ 0.085  0.153  0.248  0.039  0.09   0.018  0.17  -0.011  0.213 -0.005]
153,task094_conala_calculate_mean,"In this task you will be given a list of numbers and you need to find the mean (average) of that list. The mean of a list can be found by summing every number in the list then dividing the result by the size of that list. The output should be rounded to 3 decimal places.

[207.165, 246.399, 44.821, -21.671]",119.178
154,task105_story_cloze-rocstories_sentence_generation,"In this task, you're given a four sentences of story written in natural language. Your job is to complete end part of the story by predicting appropriate last sentence which is coherent with the given sentences.

Sentence1: It was  my final performance in marching band. Sentence2: I was playing the snare drum in the band. Sentence3: We played Thriller and Radar Love. Sentence4: The performance was flawless.",I was very proud of my performance.
155,task059_ropes_story_generation,"You are given a background paragraph that describes one or more causal or physical relationships, such as a relationship in economics, scientific law, or nature. You need to come up with a fictional story that makes use of the concepts or the relationship described in the provided paragraph. Make sure that your story does not repeat the relation in the given paragraph (e.g., by avoiding verbatim copies of the given paragraph). Start by reading the background paragraph, and determine what relationship(s) are in the paragraph. Write a story that involves the relationship(s) that you determined are in the background paragraph. Try to use your own words as much as possible and not repeat the background paragraph. Feel free to make up places and events as long as they tie back to the background paragraph in a way that you can ask a question about.

Background Paragraph: The ionization energies of the representative elements generally decrease from top to bottom within a group. This trend is explained by the increase in size of the atoms within a group. The valence electron that is being removed is further from the nucleus in the case of a larger atom. The attractive force between the valence electron and the nucleus weakens as the distance between them increases and as the shielding effect increases, resulting in a lower ionization energy for the larger atoms within a group. Although the nuclear charge is increased for larger atoms, the shielding effect also increases due to the presence of a larger number of inner electrons. This is particularly easy to see in the alkali metals, where the single valence electron is shielded by all of the inner core electrons.","Joel has just started his first day working as a scientist in a laboratory. The first task he was given is to look at two atoms and to jot down as much information about the two as he can. First, he needs to come up with an identification for these atoms. Since he is new, he decides to keep it professional and simply call the larger of the two atoms ""atom L"" and the smaller one ""atom S"". Now that he's taken care of that he can get down to work."
156,task096_conala_list_index_subtraction,"In this task you will be given a list of numbers and you need to subtract every value in the list with the index it is at. The index of an elements shows its numerical order in the list(for example, in the list [7,10,4,5], the index of 7 is 1 and the index of 4 is 3)  You should start the index at 1, so the first element in the list will be subtracted by one. For every element in the list you need to find ""element - index"" where the index of the beginning element is 1 and increments by 1 for each element. Put your result list in brackets.

[8, 9, -5, 9]","[7, 7, -8, 5]"
157,task098_conala_list_intersection,"In this task you will be given two lists of numbers and you need to calculate the intersection between these two lists. The intersection between two lists is another list where every element is common between the two original lists. If there are no elements in the intersection, answer with an empty list. Your list of numbers must be inside brackets. Sort the numbers in your answer in an ascending order, that is, no matter what the order of the numbers in the lists is, you should put them in your answer in an ascending order.

[1, 9, 1, 8, 7, 8, 6, 4, 2] , [1, 6, 8, 2, 7, 7, 1, 1, 3]","[1, 2, 6, 7, 8]"
158,task061_ropes_answer_generation,"You are given a background paragraph that describes one or more causal or qualitative relationships such as a relationship in economics or a scientific law and a story that makes use of the concepts or the relationship described in the provided paragraph. You are also given a question about the story that requires an understanding of the relationship described in the background paragraph and the story. You need to come up with an answer to the given question; the answer will be a span from either the question or the story. In order to correctly answer the given question, you need to understand the relationship mentioned in the background paragraph and should be able to use it to understand that in the story. Your answer can not consist of any word that is not mentioned in any of these: the background paragraph, the story, or the question. You can directly copy and paste a span from the story or the question while answering the given question.

Background Paragraph: Passive transport occurs when a substance passes through the cell membrane without needing any energy to pass through. This happens when a substance moves from an area where it is more concentrated to an area where it is less concentrated. Concentration is the number of particles of a substance in a given volume. Let's say you dissolve a teaspoon of salt in a cup of water. Then you dissolve two teaspoons of salt in another cup of water. The second solution will have a higher concentration of salt. 
Story: A man put two cups, cup A and cup B, filled with equal amounts of water on to a table and walked away to go check his mail. His son came along and saw the two cups and decided to put some sugar in them to make a tasty drink. The child poured two spoonfuls of sugar into cup A and three spoonfuls of sugar into cup B. 
Question: Which cup has a higher concentration of sugar?",cup B.
159,task097_conala_remove_duplicates,"In this task you will be given a list of numbers and you should remove all duplicates in the list. If every number is repeated in the list an empty list should be returned. Your list should be numbers inside brackets, just like the given list.

[1, 1, 3, 7, 1, 2, 7, 1, 0, 0]","[3, 2]"
160,task087_new_operator_addsub_arithmetic,"In this task you will be given an arithmetic operation and you have to find its answer. The operators '+' and '-' have been replaced with new symbols. Specifically, '+' has been replaced with the symbol '@' and '-' with the symbol '#'. You need to perform the operations in the given equation return the answer

1649 # 3939 # 8990 # 612 # 6049 # 7337",-25278
161,task071_abductivenli_answer_generation,"In this task, you're given the beginning and the middle of a three-part story. Your job is to complete the short story by writing a probable ending. Generated sentences must be short, have fewer than 10 words, and be simple as if narrating to a child. Avoid using any irrelevant extra information when creating the ending, and use names instead of pronouns (e.g. he / she) wherever possible.

Beginning: Becky and Hallie were home alone without any other kids. Middle: Becky and Hallie realized they could stay up late.",They played Barbies all night long.
162,task045_miscellaneous_sentence_paraphrasing,"You are given a question, its answer, and a sentence that supports the question, i.e., the answer to the question is inferable from the sentence. In this task, you need to paraphrase the given sentence so that the paraphrased sentence still supports the question i.e. you can still infer the answer to the question from the paraphrased sentence. Do not write a paraphrase with a minor change in the given sentence e.g. replacing the word ""one"" with ""a"". Instead, try to write a paraphrase that contains new words, i.e. the words that are not present in the input sentence.

Question: Lyme disease is caused by what kind of organim? 
Answer: bacteria. 
Sentence: Lyme disease is caused by bacteria.",Bacteria is the organism that causes Lyme Disease.
163,task024_cosmosqa_answer_generation,"Craft one correct answer to the question given in input. To make it more interesting, try to use non-stereotypical language if possible. Make sure your correct answer is reasonably long, consistent with the context, and requires common sense (instead of explicit extraction from the context.) In your answer, use as few words as possible from the given context. Use a response that is uncommon/non-stereotypical, so that it is less predictable. To be less repetitive, please vary your language for each question.

Context: Good Old War and person L : I saw both of these bands Wednesday night , and they both blew me away . seriously . Good Old War is acoustic and makes me smile . I really can not help but be happy when I listen to them ; I think it 's the fact that they seemed so happy themselves when they played . 
Question: In the future , will this person go to see other bands play ?","This person likes music and likes to see the show , they will see other bands play ."
164,task068_abductivenli_incorrect_answer_generation,"In this task, you're shown a three-part story, with a beginning, middle, and ending. Your job is to slightly modify the middle part, so that the whole story becomes unlikely, improbable, or inconsistent. Generated sentences must minimally alter the given middle, with at most 4 new words added/existing words removed. Your sentence should be grammatically and syntactically correct. Also stick to the context of the given story. For example, if the story talks about ""doctors"", you can talk about ""health"" or ""diagnosis"", but don't mention ""aliens"". Avoid introducing any extra/irrelevant information, and use names instead of pronouns (e.g. he / she) wherever possible. Avoid simply negating the original middle, for example:  ""She likes cakes."" is changed to ""She doesn't like cakes.""

Beginning: Lizbeth moved into her very first apartment. Middle: Lizbeth however had to replace the showerhead. Ending: The showerhead looked like it was brand new the next morning.",Lizbeth didnt have to replace the showerhead.
165,task1087_two_number_sum,"You are given a list of integers and an integer target, return a list of a pair of numbers in any order such that they add up to target. If there is no such pair of numbers, then return an empty list

[42, 14, 22, 40, 46, 17, 30, 23, 29, 37, 36, 9, 27, 15, 49, 11, 38, 35, 8, 45], target=43","[14, 29]"
166,task026_drop_question_generation,"This task involves creating questions from a given passage that involve some kind of complex reasoning (including numerical reasoning). 
The generated questions must require looking at more than one part of the passage to answer. Try to use a variety of reasoning types in your questions (some of the sample reasoning types are illustrated in the 'positive examples' field) and also have a variety of answer types (spans, numbers, dates). A span is a continuous phrase taken directly from the passage or question. In such questions, the answer spans are recommended to be five words. Questions with answer type ""number"", are expected to start with ""How many"". For instance, ""How long did an event last?"" can be phrased as ""How many years did an event last?"". To increase diversity, try to create more questions for which the answer will be multiple spans. Please create questions that require AT LEAST 2 arithmetic operations as illustrated in the 'positive examples' field. You are encouraged to try DIFFERENT COMBINATIONS of operations and not just limit to the combinations shown in those examples. The more challenging questions you create, the better it is.

Passage: Hoping to rebound from their loss to the Patriots, the Raiders stayed at home for a Week 16 duel with the Houston Texans.  Oakland would get the early lead in the first quarter as quarterback JaMarcus Russell completed a 20-yard touchdown pass to rookie wide receiver Chaz Schilens.  The Texans would respond with fullback Vonta Leach getting a 1-yard touchdown run, yet the Raiders would answer with kicker Sebastian Janikowski getting a 33-yard and a 30-yard field goal.  Houston would tie the game in the second quarter with kicker Kris Brown getting a 53-yard and a 24-yard field goal. Oakland would take the lead in the third quarter with wide receiver Johnnie Lee Higgins catching a 29-yard touchdown pass from Russell, followed up by an 80-yard punt return for a touchdown.  The Texans tried to rally in the fourth quarter as Brown nailed a 40-yard field goal, yet the Raiders' defense would shut down any possible attempt.",How many field goals did Kris Brown kick?
167,task064_all_elements_except_first_i,"In this task, you are given inputs i and A, where i is an integer and A is a list. You need to list all the elements of A after the first i elements. i will always have a value less than the length of A.

8, ['Y', '4801', '2595', 'U', '5471', '845', 'm', '8953', 'H', 'O', 't', '6713', '5583', '3427', 'n', '6941', 'u', '2861', 'o', '9565', '7343']","H, O, t, 6713, 5583, 3427, n, 6941, u, 2861, o, 9565, 7343"
168,task059_ropes_story_generation,"You are given a background paragraph that describes one or more causal or physical relationships, such as a relationship in economics, scientific law, or nature. You need to come up with a fictional story that makes use of the concepts or the relationship described in the provided paragraph. Make sure that your story does not repeat the relation in the given paragraph (e.g., by avoiding verbatim copies of the given paragraph). Start by reading the background paragraph, and determine what relationship(s) are in the paragraph. Write a story that involves the relationship(s) that you determined are in the background paragraph. Try to use your own words as much as possible and not repeat the background paragraph. Feel free to make up places and events as long as they tie back to the background paragraph in a way that you can ask a question about.

Background Paragraph: The epidermis also contains melanocytes, which are cells that produce melanin. Melanin is the brownish pigment that gives skin much of its color. Everyone has about the same number of melanocytes, but the melanocytes of people with darker skin produce more melanin. The amount of melanin produced is determined by heredity and exposure to UV light, which increases melanin output. Exposure to UV light also stimulates the skin to produce vitamin D. Because melanin blocks UV light from penetrating the skin, people with darker skin may be at greater risk of vitamin D deficiency.","Jacob has lived in a city in Sweden for most of his life. His favorite hobbies are reading and playing videogames so he rarely goes outside. Even as a kid, he almost never played outside and instead was in his house most of the time. Martin lives in the middle of the Sahara desert in a small town. The sun almost never stops beating down on Martin during the day and it's hard to find shade where he lives."
169,task109_smsspamcollection_spamsmsdetection,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.

Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;",ham
170,task075_squad1.1_answer_generation,"This task is about writing a correct answer for the reading comprehension task. Based on the information provided in a given passage, you should identify the shortest continuous text span from the passage that serves as an answer to the given question. Avoid answers that are incorrect or provides incomplete justification for the question.

Passage: Recall that a current will reflect when there are changes in the electrical properties of the material. In order to efficiently send the signal into the transmission line, it is important that the transmission line has the same impedance as the elements, otherwise some of the signal will be reflected back into the antenna. This leads to the concept of impedance matching, the design of the overall system of antenna and transmission line so the impedance is as close as possible, thereby reducing these losses. Impedance matching between antennas and transmission lines is commonly handled through the use of a balun, although other solutions are also used in certain roles. An important measure of this basic concept is the standing wave ratio, which measures the magnitude of the reflected signal. Question:  What must match between the transmission line and elements?",impedance
171,task092_check_prime_classification,"In this task, you need to output 'Yes' if the given number is a prime number otherwise output 'No'. A 'prime number' is a a whole number above 1 that can not be made by multiplying other whole numbers.

98344",No
172,task075_squad1.1_answer_generation,"This task is about writing a correct answer for the reading comprehension task. Based on the information provided in a given passage, you should identify the shortest continuous text span from the passage that serves as an answer to the given question. Avoid answers that are incorrect or provides incomplete justification for the question.

Passage: In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011. Question: How many people watched the 2011 MTV Music Awards?",12.4 million
173,task072_abductivenli_answer_generation,"In this task, you're given the middle and ending of a three-part story. Your job is to complete the short story by writing a probable beginning of the story. Generated sentences must be short, have fewer than 10 words, and be simple as if narrating to a child. Avoid using any irrelevant extra information when creating the beginning, and use names (e.g. Jack, Barbara,...) instead of pronouns (e.g. he / she) wherever possible.

Middle: Janet met a cute cat. Ending: Janet smiled placing the kitten in her car.",Janet was not a cat person until one night.
