id,prompt_name,input,target,source
409,Summarize:,"Summarize: Tessa: letters!
Austen: eeeaaasyyy i'll get to it eventually :D
Tessa: ud better cause i'll forget
Tessa: and then you'll be sorry in the exam 
Austen: ok ok 
Tessa: tomorrow!
Austen: ok they'll bethe best letter u've ever read! 
Tessa: theyd better be xD
Austen: :D",Austen is going to write a letter and give it to Tessa tomorrow.,samsum
410,To sum up this dialog,"Howard: My sis just got a job!
Sandra: wow, really?!
Sandra: that's amazing!
Howard: I know, I'm so proud of her and happy that someone finally decided to give her a chance
Sandra: What's the job? :)
Howard: A couple of months ago one woman decided to open a cafe and employ only people with special needs. Her son's autistic as well so she came up with the idea to create a place where people like her son can find a safe haven and work
Sandra: Oh dear, that's amazing, bless her!
Howard: Claire found out about them online, she applied for the job without even telling us!
Sandra: She's doing much better, I'm glad :)
Howard: I went to the interview with her, but waited outside. She made a good impression and got the job. She started this week
Howard: <file_other>
Sandra: Is this the place?
Howard: Yes, Claire's very dedicated, I can see that she really likes going there
Howard: They even organised baking workshops
Sandra: I'm so happy for her Howard. Maybe we should go and visit her? :)
Howard: Yes, why not, I'll tell her though, you know she's not very fond of surprises
To sum up this dialog:",Howard's autistic sister has just got a job in a cafe that employs disabled people. Sandra and Howard will visit her at work.,samsum
411,Summarize this dialogue:,"Summarize this dialogue: Kayla: Are watching Great British Bake Off?
Tom: I am, it's so exciting!
Kayla: I know! I am so cheering for Bryony! 
Tom: Oh no, I'm all for Ruby to win!
Kayla: Really??? I find her a bit annoying.
Tom: Great baker though! Loved her donuts
Kayla: true, but they all are! Oh it's back on, have fun!
Tom: let the best baker win...
Kayla: 🤞 🎂","Kayla and Tom are watching Great British Bake Off. Kayla is cheering for Bryony, while Tom is all for Ruby.",samsum
412,Given the above dialogue write a summary,"Thomas: Where is the shop you told me about?
Joseph: the bicycle workshop?
Thomas: I think so, the one where they can look at my bike and told me what's wrong with the gears
Richard: Crane Lane 5
Richard: But told them you bought it there, so they will feel obliged to help you
Thomas: won't they recognise it's not from there?
Richard: no, not at all, they've had thousands of bikes of this brand
Thomas: ok!
Given the above dialogue, write a summary.",Thomas's bicycle is broken. He will go to a bicycle workshop on Crane Lane 5.,samsum
413,Summarize this dialogue:,"Summarize this dialogue: Wayne: Hey guys, fancy a dinner together?
Sharon: Hey Wayne, splendid idea! I finish work at 6 so shall we say 8 downstairs?
Wayne: Yeah, sounds good to me
Paulina: Ofc, what are you cooking for us? 🤣
Wayne: Haha well, I was thinking of some pasta overcooked pasta with tuna…
Paulina: Mmm delicious 😷🤣🤣🤣
Paulina: I might bring my own food though
Paulina: LOL
Wayne: 😂
Paulina: Now seriously, I’ll be arriving late from work but I can make some salad. Can you cook the main meal?
Wayne: Yer no problem. I was thinking of buying some fish pies 🐟🐟🐟
Sharon: Oh that sounds good. I’ll bring some wine
Sharon: Red or white?
Wayne: I prefer white if it’s not a problem
Paulina: It’s fine by me
Sharon: Cool, will do
Wayne: Splendid. I’ll see you guys at 8 downstairs
Paulina: Yep. Looking forward","Wayne, Sharon and Paulina are meeting for dinner downstairs at 8. Wayne is buying fish cakes, Paulina is making a salad and Sharon is bringing some white wine.",samsum
414,Write a dialogue that match this summary,Write a dialogue that matches this summary: Ashleyh will come behind the building in 5 minutes.,"Ashley: You asked me to come behind the building?
Nicholas: Yeah I asked Ethan to tell you that
Ashley: Ok coming in 5 minutes",samsum
415,Summarize:,"Summarize: Marv: did you watch Lakers last nite?
John: come on, we have a history test today
Marv: i know i know but it was really amazing
John: year right. i wonder what you say when you see the test
Marv: i dont care. lebron scored 45 w/ 11 dishes
John: mate im not a hoops fan srsly
Marv: take it easy mate
John: smts your so irritating
Marv: i mean no harm
John: i know. i guess well meet in the class",John didn't watch the Lakers game last night because he was studying for a history test and he doesn't like basketball.,samsum
416,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Rose: I bought new jacket:) the other one got worn down
Bree: Let me see! I thought you're broke totally
Rose: Yeah, well, my mom funded part of this shopping
Lily: Part:D? Probably she covered whole price
Rose: No, no, no! Of course not, she paid half of it
Bree: Does it really matter? I feel like we're gonna start fighting abut Rose's shopping, wtf?
Lily: I'm chilling, not saying anything
Bree: Well, I hope so:) Where did you find it?
Rose: You know this place, it's this second hand on 1st Ave and Pride St
Bree: OOOOh! I love this place, you can find really good vintage clothes there
Lily: Why you guys didn't tell me about this place ever?
Bree: Duh, yeah we did, you just don't like secondhand shops
Rose: I agree, I remember you once said it's just trash coming back from the red cross boxes
Lily: Cause some of it does, and people make straight profit from it
Rose: Anyway, it was fairly cheap and in good condition
Bree: Send us pics!",Rose bought a new jacket at a thrift store on 1st Ave and Pride St. Her mom paid a part of the price. Lily doesn't like the idea as she thinks people use vintage stores to make a profit.,samsum
417,Summarize this dialogue:,"Summarize this dialogue: Paulina: I cant find my hamster lol
Jacalyn: omggg wtf did u do with it
Paulina: it was runnin around my room, as always
Jacalyn: I told ya he gonna get lost one day
Paulina: what now ;((
Jacalyn: don’t loo for it, doesn’t make any sense, just put ta lot of food on the table and wait
Paulina: okkk what if it doesnt work
Jacalyn: then you can have a fucking funeral lol
Paulina: dont say that!!! i want him back
Jacalyn: thats how it works when youre stupid, Pal
Paulina: T__T",Paulina can't find her hamster. It was running around her room and got lost.,samsum
418,To sum up this dialog,"Irma: take the garbage when you'll go out
Ross: ok
Irma: :)
To sum up this dialog:",Ross will take out the garbage.,samsum
419,Summarize:,"Summarize: Steve: Gosh, I'm so bored at work I wanna get
Mathew: lol, nothing to do?
Steve: No, plenty to do but it's just a look boring, I have to change work
Mathew: What would you change it to, though? This is what you majored in lol :D
Steve: maybe I'll become an astronaut...
Mathew: haha, not that again!!
Steve: Why? It would be amazing. Like Interstellar xD
Mathew: Or Passengers, have you seen it?
Steve: Have I SEEN it! Phew :P
Mathew: right... you've probably gone twice. 
Steve: 3 times
Mathew: get help 
Steve: hahaha you've got your quirks too, you know!
Mathew: Yeah? Like what?
Steve: C'mon, Kill Bill?
Mathew: What about it? 
Steve: you couldn't stop talking about it for a month!!
Mathew: Only cause it's like the BEST MOVIE EVER?!
Steve: Weirdo...
Mathew: rotfl, go back to work, employee of the month! 
Steve: Dont you worry about me, bro :D",Steve is bored at work. He wants to change it and become an astronaut. Mathew's favorite movie is Passengers and Steve's is Kill Bill.,samsum
420,To sum up this dialog,"Brandon: Wanna see a flick Sat? New Queen movie is out. Let me no…
Sheila: Who else is going?
Brandon: Only asked you so far…
Sheila: Like a date?
Brandon: NO!
Sheila: Geez.
Brandon: I don’t mean it like that! Calm Down!!!
Sheila: J/K!
Brandon: Really?
Sheila: Maybe!
Brandon: Can you go or not?
Sheila: Yeah, if it’s a group.
Brandon: Why?
Sheila: Mom won’t freak if it’s not a date!
Brandon: LOL!
Sheila: Serious!
Brandon: Your mom’s a freak!
Sheila: I no…
Brandon: I mean, you’re old enough to do what you want!
Sheila: I no!
Brandon: I’ll ask Kayla and Brent, will that work?
Sheila: Def.
Brandon: Kthxbai
Sheila: LOL!
To sum up this dialog:",Brandon and Sheila want to see New Queen movie. Sheila wants to go out as a group to prevent her mum freaking out. Brandon will ask Kayla and Brent to join them.,samsum
421,Summarize this dialogue:,"Summarize this dialogue: Liam: Bob, we have an emergency here, could you come over?
Bob: the pipe again?
Liam: yes, the children played with it apparently.
Bob: I'm coming",Bob will come over to fix the pipe that children had played with.,samsum
422,Summarize this dialogue:,"Summarize this dialogue: Maggie: hi Tom, sorry I'll be late for work today. I've overslept:(
Tom: Hi Maggie. Thanks for the message. OK, don't worry. What time do you think you'll arrive?
Maggie: about 9.30
Maggie: I hope
Tom: thats ok
Tom: I hope you'll be in time for our team meeting. 
Maggie: yep
Tom: Ok, take care and see you!",Maggie overslept. She is going to be late for work but will come on time for team meeting.,samsum
423,Write a dialogue that match this summary,Write a dialogue that matches this summary: Rob is signing up for a windsurfing camp in Her Peninsula this year. Leo wants to try water skiing. Mike recommends a windsurfing camp.,"Rob: i am signing up for a windsurfing camp this year
Rob: this is gonna be so cool
Rob: <file_gif>
Charles: ohh someone is gonna break a leg or two hahaha
Charles: nah just kidding mate
Leo: this is nice, where are you going to?
Leo: i have tried it once on holidays
Leo: but did not really catch the vibe of it
Charles: i would maybe like to try to, so where you going Rob?
Rob: Hel peninsula, let me send you a link real quick
Rob: <file_other>
Charles: thanks i will look into it, sounds like a lot of fun
Leo: i wanna try water skiing next
Mike: i have been on a windsurfing camp like 3 or 4 years ago and i could not recommend it more
Mike: it is so much fun, wish i had time to go this year...
Leo: i am still not convinced :D gonna stick with water skiing for now",samsum
424,Summarize this dialogue:,"Summarize this dialogue: Kela: Happy birthday youabsolute beaut! I ho[pe you've had an amazing birthday in Vietnam with all your other friends :( AND I trust you've celebrated accordingly! These are just someof the many photos I own of you, me and the drank - haha We all miss you! See you sometime in the future :* <3
Cher: Aaaaaaaaaw my pooooooopies, thanks Kela bra! Miss you
Kela: <file_photo> <file_photo> <file_photo> <file_photo>",Kela wishes Cher a happy birthday and sends her some photos.,samsum
425,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Josie, Stephen and Carol have accepted Kyle's invitation to try out a new D&D expansion. Stephen asks Kyle to give their player characters a chance to succeed more often when Kyle is the Dungeon Master. Carol and Josie agree with Stephen. Kyle obliges.","Kyle: you guys want to check out the new D&D expansion I just finished reading?
Stephen: It's the one about the beasts and creatures, isn't it?
Carol: I'm up for it
Josie: as well
Kyle: yes, that's the one
Stephen: Kyle, as much as I love you as our DM could you try and not make the situation hopeless for our characters from beginning to end this time?
Stephen: I just feel the PCs with you are always in shit and almost never succeed at anything.
Kyle: I just try to make it challenging for you :P Do you all feel this way?
Carol: a tiny bit
Josie: kinda yes
Kyle: okay, I'll let you guys succeed this time.
Kyle: a  tiny bit :P",samsum
426,Write a dialogue that match this summary,Write a dialogue that matches this summary: Filip wants that Alienor translates for him a manual of a device manufactured by his father from English to French. Alienor translates the fragments of the manual and sends them back to Filip. He will approach her later for some more translation.,"Filip: Hello
Alienor: Hello Filip
Filip: I have question
Filip: How seriously it would be improper if I would ask you to translate something for me from English to French
Filip: I do not have it with me now but will have it in couple hours
Filip: It is manual written by my father for device he is manufacturing
Alienor: Is it a long text?
Filip: Problem we are facing is that customer from Africa claims to speak English but they seem not to understand it. Their main language is French
Filip: Do not think so.
Alienor: If it is not too long I am happy to translate it
Filip: <file_other>chtm15ken.pdf
Filip: That is one of them and only couple sections B, c, d, f
Filip: And there is second one but have it on pc
Filip: Let me know if that is not too much to ask
Filip: <file_other> gl2m-man.pdf
Filip: That is second one but I will say more later. Please do not translate straight away
Alienor: <file_other> section B
Filip: You are Starr, I did not expect you to do anything right away
Alienor: <file_other> section_D, <file_other> section F
Alienor: I had to modify it to make it more French so it is not 100% following your text, but it means the same.
Alienor: I made it using Google Translate + correcting and adapting it so it is more French :D
Alienor: hope it is ok
Alienor: I usually do it that way so it is quicker and easier
Filip: Can I approach you in the evening about other one?
Alienor: no problem
Alienor: might only do it tomorrow though
Filip: Ok
Filip: Hello. I was cough with work yesterday and today working till late night. I did not forget about you. Just need to find some spear time 😊
Alienor: no problem",samsum
427,To sum up this dialog,"Amber: <file_photo>
Sophia: O wow!!
Isla: Niceeee
Sophia: U look amazing!!
Amber: ;)
Sophia: High heels *.*
Sophia: They're gorgeous
Amber: Brand new xD
Isla: Perfect outfit for your prom!!
Sophia: Where did you buy them?
Amber: Online
Amber: <file_other>
Sophia: Ooo, thanks :*
Sophia: They are perfect!!
Amber: Looks amazing, but I don't know if that's the most comfy option..... xD
Isla: Hahahah, we'll see :D:D
Sophia: You've made a good choice with that dress
Sophia: It really suits you ;-))
Amber: Thaaaanks :)
To sum up this dialog:",Amber looked stunning during her prom. Sophia loves Amber's new high heels.,samsum
428,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Joanne: Btw. I don’t know what to bring for the party, so I want to organize Mark's birthday. I bought a cake in which I’ll put candles. When everyone arrives, we can sing happy birthday.
Aaron: When’s his birthday?
Joanne: Next month, but whatever
Aaron: Lol. What?
Joanne: I know Mark would get the joke, but I'm not sure if other people would.
Aaron: Yeah, I don’t get it.
Joanne: Ook, I will not involve other people into singing happy birthday for a person who doesn't have birthday.
Aaron: Haha well maybe it would be fun?
Joanne: I believe it's fun, but I am not sure if it's a good idea. I also got a rubber duck for him.
Aaron: You’re so random. Why?
Joanne: Duck rhymes with fuck. He broke up with his girlfriend and he probably feels that there is something missing in his life. A duck can fill the hole.
Aaron: Also I need ur advice. I hope it won’t be awkward between me and Aurelia... I mean obv nothing is going to happen, but shall I say that I’m seeing someone? I know u may think this is me being weird or something. I just want it to be normal time lol so maybe it’s best she knows? I dunno maybe not
Joanne: Idk what to say, I definitely won't judge you, but I think the more open you're about your girl, the better for the whole situation
Aaron: So message now her then! Ok good idea.",Joanne wants to organize Mark's birthday party much earlier as a joke to cheer him up. Aaron isn't sure about the idea. Aaron will let Aurelia know he has a girlfriend.,samsum
429,Write a dialogue that match this summary,Write a dialogue that matches this summary: Sonia will go and work in Keep Calm cafe as Carioca is quite far away.,"Sonia: Do u know any cafe in the centre where I can work now?
Paula: maybe Carioca?
Paula: <file_other>
Sonia: it won't be crowded?
Paula: usually they're not that crowded until 8...
Paula: how long do u want to stay?
Sonia: I've got an appointment at 7:30 so for sure not that longd;-)
Paula: but wait, it is quite far...
Sonia: Where r u now?
Sonia: Lux med <file_other>
Paula: so maybe Keep Calm
Paula: it's just round the corner :D :D
Sonia: sounds like a plan
Paula: but don't eat there! 
Sonia: why?
Paula: it's quite expensive!
Sonia: kk, I see, gotta go :*",samsum
430,Generate a summary for this dialogue,"Generate a summary for this dialogue:
James: Honey, I don't want you to freak out, but there's been a burglary
May: Oh my god! Where?!
James: At our place
May: OH MY GOD are you all right?!
May: Did they steal anything? What happened?
May: When?!
May: I'm coming back!
James: As I said I don't want you to freak it, the police's here, they're checking everything
James: You don't need to come back, everything's under control
May: But are you all right?
James: Yes, I'm absolutely fine. They stole the TV, couple of stuff from the kitchen and a laptop
May: How are the dogs? How come they didn't alarm you?
James: They're fine, they were sleeping with me in the bedroom. It's actually better they did, otherwise the burglars might have hurt them
May: Don't even tell me about it :(
May: What does the police say?
James: That there was definitely more than one burglar as they took the tv
James: It happened to the Smiths just last week, apparently some group is targeting our neighbourhood
May: That's terrible... Is the house going to be protected?
James: Uhm, what do you mean?
May: Well, the police should take watch and protect the house and the neighbourhood
James: Yeah, sure
May: What?
James: Honey, they’re here just to take my statement, look around and out they go
May: Aren’t they going to investigate it?
James: They will, but it’s a burglary, not a homicide and we’re not in any danger. They already stole what they wanted to
May: I want to come home
James: There’s no need for that, I’ve got this, you just relax
May: how am I supposed to relax now?!
James: There’s nothing you can do now, everything’s fine","Someone robbed James and May's place. They stole the TV, kitchen equipment and a laptop. The police is there and checks everything. The dogs didn't alarm James, because they were sleeping in the bedroom.",samsum
431,Given the above dialogue write a summary,"Magdalene: Are you coming to the cocktail party this Sunday?
Frederick: Yes
Josephine: I don't know yet
Josephine: Jamie is sick
Josephine: If he's not better I'll stay to take care of him 
Magdalene: I hope he gets better soon
Magdalene: I'm going. Let me know if you need a lift. 
Given the above dialogue, write a summary.","Frederick and Magdalene are coming to the cocktail party this Sunday. Josephine doesn't know yet, because Jamie is sick. Magdalene can give someone a lift.",samsum
432,Write a dialogue that match this summary,Write a dialogue that matches this summary: Fedora sees Fiona's photo of her and Carson and finds out they were dating.,"Fiona: <file_photo>
Fedora: Is that Carson?
Fiona: Carson with me haha
Fedora: You guys were dating!!
Fiona: Hahaha
Fiona: true old love",samsum
433,Summarize this dialogue:,"Summarize this dialogue: Preston: have you seen my blue striped shirt?
Rachel: it's in the laundry bin
Preston: you didn't wash it?
Rachel: no sorry i didn't have time...
Preston: what am i going to wear for the presentation today then???
Rachel: don't panic, just wear the gray one, you look better in it anyways",Rachel didn't have time to wash Preston's blue shirt. Preston will probably wear the grey one.,samsum
434,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Troy: You know that Boyle moved out? 
Kayla: How come? 
Kayla: Really?
Troy: ye hes tired of living with mom haha
Kayla: She screams at him a lot... 
Troy: Ye, he moved to the other side of the city
Troy: With his buddy from work 
Kayla: Where exactly?
Troy: Stonehenge
Kayla: Now that s quite area!",Troy and Kayla's friend Boyle move out with his workmate to Stonehenge.,samsum
435,To sum up this dialog,"Isabella: I bought us train tickets on Sunday :)
Liam: How much do I owe you?
Isabella: Nothing, you paid for our concert tickets. :) :*
To sum up this dialog:",Isabella bought train tickets for Sunday. Liam paid for the concert tickets.,samsum
436,Given the above dialogue write a summary,"Cora: what do you think about going to a spa? 
Kaylee: <file_other> I've done a research and this one looks the best
Lydia: Nice idea, we will finally get some rest
Cora: Ye... this schoold is driving me crazy
Kaylee: Done, I've bought a groupon, that one is on me!
Lydia: Kaylee you are crazy
Given the above dialogue, write a summary.","Cora, Kaylee and Lydia are going to a spa. Kaylee pays for everything.",samsum
437,Summarize:,"Summarize: Markus: Did you go to the march yesterday?
Tony: I certainly did
Markus: I saw it all online. Awful violence, such a  disgrace.
Tony: Yes. A big disgrace. I saw a couple of scuffles myself.
Markus: There were these Neo-fascists punching and pushing with these Antifa people, in the end he pushed him over and started kicking him until his girlfriend got in between them.
Tony: Yes I saw that one. Very violent.
Markus: What about the second one?
Tony: Well effectively it was the same one again. The cameraman wasn't happy with his angle the first time, so he told them to do it again.",Markus went to the march yesterday and saw Neo-fascists fighting with Antifa. Tony watched the entire march online.,samsum
438,Given the above dialogue write a summary,"Harry: I got the job!!!
Bobby: WoW 🎉🎊
Logan: Congrats bro!
Peter: this calls for a drink!
Tom: 🎉
Harry: so anybody who wants to celebrate with me tonight is invited to ""Snap""
Bobby: I'll be there for sure, with Maggie, she is really happy for you
Harry: Maggie should be the queen of the night, I wouldn't have managed without her support and contacts. Tell her that!
Tom: Why isn't Maggie in the group btw?
Logan: since she has a....
Peter: PUSSY
Logan: So would be unacceptable to have HER (!!!) here
Bobby: you're just so disgusting guys!
Bobby: I think that is the ultimate reason to add Maggie eventually
Logan: LOL
Bobby: Maggie added :P
Given the above dialogue, write a summary.",They are going to Snap to celebrate that Harry got the job. Maggie helped Harry to get it. Harry is grateful and Maggie will join them for drinks. She has also been added to their group chat in spite of being a woman.,samsum
439,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Paul: hey, wanna go to an escape room this Friday?
Joe: yeah! 
Rob: sure, love escape rooms, there a new one in the city I haven't been to yet
Paul: which one is it?
Rob: its theme is narcos, i can book us a slot if you're in
Paul: yes, let's do this one
Joe: agree! Friday sounds good
Rob: great, just give me a minute","Paul, Joe and Rob will go to the new Narcos-themed escape room. Rob will book a slot for Friday.",samsum
440,Sum up the following dialogue,"Sum up the following dialogue: 
Sasha: Hi Dean
Dean: Hi :)
Sasha: Are you at school now?
Dean: yes
Sasha: great! Would you mind helping me a little?
Dean: ??
Sasha: I forgot to give in my essay on modernism and you know how digitally retarded professor Dickins is
Dean: Haha, I do :D
Sasha: Could you please please please go to the library and print it out for me?
Dean: Sure, does it have to be now?
Sasha: By the end of the day is okay
Dean: Good, cause I was just going to grab some lunch
Sasha: No worries, I oweyou forever
Dean: :)
Sasha: Thanks!!!
Dean: I'll let you know when it's done",Dean will print out Sasha's essay in the library for her to hand it in to professor Dickins.,samsum
441,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Adam: <file_video>
Adam: what do you think
Hector: give me a sec
Hector: ok watching
Adam: let me know
Hector: can't really hear a lot there ;/
Adam: yeah ;/
Adam: i think i need to record it somehow else
Adam: maybe through the interface and software
Hector: that definitely is a great idea!
Hector: i guess that's why i gave you the interface and installed it :D
Adam: yeah xd
Adam: ok i'll try to figure it out later
Hector: ok
Hector: i'll be waiting :P",Adam will record it somewhere else through the interface and software. Hector gave and installed the interface before.,samsum
442,Given the above dialogue write a summary,"Oscar: <file_photo>
Oscar: <file_photo>
Martine: omg Oscar... what the hell is this?!
Oscar: just found it on an old flash drive :D
Gianni: wooow! it's a treasure! when was it? 2001???
Oscar: after 2001 for sure. look at my hair...
Erica: omg I can t stop laughing
Martine: who is the guy behind me? Hanson?
Erica: no idea...
Oscar: it's my brother! hahaha
Gianni: unbelievable! Erica THAT smile... :D
Erica: that's too much for me... hahaha can't believe it
Given the above dialogue, write a summary.","Oscar has found an old photo of himself, Erica and Martine. The photo was taken after 2001 and is very funny.",samsum
443,Summarize:,"Summarize: Sharly: Hey girl
Makena: hey love
Sharly: so listen, the date of the photo shoot was pushed to yesterday
Makena: WTF??😥😥😢
Sharly: yeah i know, it sucks right?!!
Makena: very
Sharly: no one is ready for tomorrow
Makena: just imagine my hair is not yet piled
Sharly: haha, thats really bad for us
Makena: cant we talk to the director or something?
Sharly: he cant, he was the one who gave out the notice
Makena: hope they'll pay extra cash for compensation
Sharly: they must!!
Makena: this has to do with the magazine right?
Sharly: yeah, i think so
Makena: okay then, let me get my shit together
Sharly: 👍😂😂😂
Makena:😂😂
Sharly: let me go to the salon first
Makena: cool",The date of photo shoot was changed to yesterday. Makena is not ready yet. They should pay them extra for compensation.,samsum
444,Sum up the following dialogue,"Sum up the following dialogue: 
Sharon: have you seen Harry today?
Benjamin: at the canteen at lunchtime 
Ali: me too, we ate together
Sharon: and later?
Josh: he left the building about 30min ago
Josh: told me he was going to get his hair cut
Sharon: damn it! the system has just collapsed, we need him
Josh: so it must wait I guess","Benjamin and Ali had lunch with Harry today at the canteen. He left 30 minutes ago to go to the hairdresser, as Josh reports. The system just collapsed and Sharon needs Harry's help.",samsum
445,Sum up the following dialogue,"Sum up the following dialogue: 
Ella: I got into an argument with Ethan :<
Ella: ;(((
Freya: oh :(
Isabelle: what happened this time? :|
Ella: Meh I don't know if it's worth it anymore really
Freya: well, isabelle is right, it happens all the time recently...
Isabelle: it does
Ella: I know :(
Ella: Maybe there's something wrong with me?
Isabelle: to be honest i don't think so :* i guess i've never really grown to like him heh
Freya: maybe...
Freya: sorry :d
Isabelle: well, maybe give it some more time and see
Isabelle: or try having an honest normal conversation instead of arguing...?
Freya: good point!
Ella: Easier said than done...
Ella: I don't wanna give up just yet I guess. So I'll wait and think about it etc.",Ella and Ethan have argued a lot recently. But Ella is not ready to end the relationship.,samsum
446,Write a dialogue that match this summary,Write a dialogue that matches this summary: Mark hopes Tanya enjoyed her birthday. Mark will visit Tanya asap.,"Mark: Tanyaaaaa, I'm a dodohead and forgot to write you for your bday
Mark: I hope you had a fantastic time celebrating and that the year ahead is full of happiness and adventure!
Mark: miss ya buddy! bigs hugs from far away
Mark: <file_photo>
Tanya: ooooommmmggggg
Tanya: that photo!!!! 😂😂😂
Tanya: thank youuuu
Tanya: miss you too! come visit soon!!!
Mark: will do so ASAP 😎",samsum
447,Summarize:,"Summarize: Camilla: I can't find that post on Facebook. 
Camilla: the one Marie posted
Camilla: it's got a black background
Helena: hold on, I'm checking
Helena: I think I found it
Helena: <file_other>
Helena: this one?
Helena: try and click on it
Camilla: ok
Helena: did you try calling them too?
Camilla: not yet
Helena: ok
Helena: I noticed there are many comments
Camilla: ok the page loaded, yeah I can see all the comments
Helena: many people that seem to know about it
Helena: very sad 💔
Camilla: yeah",Helena helped Camilla to find Marie's Facebook post.,samsum
448,Summarize this dialogue:,"Summarize this dialogue: George: guys, I will be late, there was a huge traffic jam in Austria
Maria: what happened?
George: maybe just an accident, but I wouldn't be surprised if it was weather related, there's so much snow everywhere
Joseph: Where are you know?
George: close to Kufstein
Teddy: so almost Germany!
George: Yes, but I am driving very slowly, and at this time I was supposed to be close to Munich
Maria: Don't worry, just drive safely
George: but don't wait for me with dinner
George: it may take even 2 hours I think
Maria: ok, I'll warm it up for you as soon as you arrive
Maria: just inform us how it is going
George: I will!",George will be late because of the congestion on the road in Austria. There is a lot of snow everywhere. He is close to Kufstein now. Maria will leave a dinner for George.,samsum
449,Sum up the following dialogue,"Sum up the following dialogue: 
Mark: I'm working from 6pm onwards
Mark: And tomorrow 2pm-9pm
Ann: what about saturday? 
Mark: I'm off
Ann: so let's stick with saturday
Mark: sure, we can go to the botanic gardens
Ann: ok, let meet at my place at 11 and we'll decide then
Mark: sure thing! see you! 
Ann: Bye",Mark will meet Ann at her place at 11 on Saturday.,samsum
450,Summarize:,"Summarize: Pete: I've got the milk. I'm coming.
Nicole: You've just started?!
Pete: Yeah... there was a line.
Nicole: OMG, I thought you'd be half way home by now...
Pete: Well, that's life for ya.
Nicole: OK, are you hungry?
Pete: starved...
Nicole: OK I'll make dinner then
Pete: Thanks!
Nicole: Just drive safe ;*
Pete: Always do.
Nicole: that's bullshit :D
Pete: gotta go, honey ;* See ya in a bit
Nicole: love you, sweets!",Pete is coming home with milk. Nicole will make dinner.,samsum
451,Summarize this dialogue:,"Summarize this dialogue: Andy: Sharol can you pick up Mary from university?
Sharol: Sure i can, but what happened?
Andy: She is saying some one has hit her car when it was parked now she cant start it.
Sharol: oh my goodness, she must be very upset.
Andy: She is,.. you can imagine it you know how she is crazy about her car..
Sharol: i know she reacts so much to a single scratch i dont know what she would be doing.
Andy: just try to cheer her up and talk about other stuff.
Sharol: ok mom dont worry i will take care of her.
Andy: thanks darling.
Sharol: no problem mom.","Sharol will pick up Mary from university, because someone has hit her car when it was parked, and now she can't start it.",samsum
452,Given the above dialogue write a summary,"Kevin: hey 
Stan: yo! what are you up to
Kevin: nothing really, wanna hangout
Stan: sure, let's wait for Tim
Kevin: ok but you know it may take ages
Tim: hi there, stop talking about me, wanna to the movies?
Stan: excellent idea my friend
Kevin: agreed!!
Given the above dialogue, write a summary.","Kevin, Stan and Tim are going to the movies.",samsum
453,Sum up the following dialogue,"Sum up the following dialogue: 
Michael: Have you seen the last episode?!
Jane: Oh my god, yes!!!
Jane: IT. WAS. PERFECT.
Michael: hahahaha, thought you may like it :D
Michael: I must admit I was waiting for something like this, finally the plot is back.
Jane: I was enjoying it even without the plot ;)
Michael: Well, not everyone is satisfied with just looking at Jensen Ackles ;P
Jane: Which I don't understand.
Jane: But yeah, it was a great ep. I'm glad we've seen more hunting stuff and they've finally decided to paint Mommy dear out of the picture.
Michael: I agree, I was so fed up with this. I don't get why they brought her back in the first place.
Jane: Ran out of ideas probably, but come on. I could've understood them if they brought her back only for one season, ok, but more?
Michael: Tell me more. Especially, as it seems that they focused more on her than the boys.
Jane: And there's less and less Castiel :( Not a good sign
Michael: I love this show, but I must admit I came close to letting it go.
Jane: me too... I had a break when season 9 was on, but I was feeling nostalgic once and here I am again XD
Michael: At least we've got one really good episode after 3 awful seasons :D",Jane and Michael enjoyed watching the last episode. Jane is happy to see more hunting and Mommy written out. She is not happy with seeing less of Castiel. Jane took a break from watching after season 9. Michael is happy to see an interesting episode after 3 bad seasons.,samsum
454,Given the above dialogue write a summary,"Don: do you have a minute?
Joyce: Sure, go ahead.
Don: I have a problem with my browser. It doesn't seem to load certain pages like fb for example. It's just a blank page.
Joyce: That's pretty basic, but have you tried turning it off and on again? ;)
Don: yes, but it hasn't helped.
Joyce: And have you tried it with the whole computer?
Don: yeah, that too, but the problem is still there.
Joyce: It's Firefox you're using, right?
Don: correct.
Joyce: You can try clicking on the drop-down menu in top right corner. Then go to settings, then safety & privacy where there's a section called something like ""cookies and web data"". You can try clearing the web cache - that usually helps. Let me know, if it works.
Don: ok, thanks a lot.
Given the above dialogue, write a summary.",Joyce helps Don with his browser that does not load.,samsum
455,Given the above dialogue write a summary,"Westin: Have u watched beasts of the southern wild?
Izayah: No what's it about?
Westin: I don't know yet
Izayah: So why are you asking?
Westin: Haha I wanna watch this but it's a fantasy movie
Izayah: Hmm not into such movies
Westin: Neither me but this one seems to be interesting
Izayah: Enjoy
Westin: Thanks anyway
Izayah: Haha ok
Given the above dialogue, write a summary.",Westin and Izayah have never seen 'Beasts of the Southern Wild'. Westin is considering giving it a try.,samsum
